Invoice_ID,Order_Date,Client_ID,Client_Tier,Industry,City,Sales_Channel,Product_Category,Units_Sold,Revenue,Cost,Profit
INV000485,2025-09-05,CL0218,Silver,Manufacturing,Chennai,Direct Sales,Services,1,9125.68,1649.67,7476.01
INV000486,2025-02-15,CL0090,Gold,Finance,Chennai,Direct Sales,Software,19,16127.42,4810.62,11316.8
INV000487,2023-07-04,CL0038,Bronze,Manufacturing,Mumbai,Online,Services,14,13077.2,4001.44,9075.76
INV000488,2024-04-17,CL0195,Bronze,Retail,Chennai,Online,Software,16,11025.23,4891.87,6133.36
INV000489,2025-12-23,CL0109,Gold,Manufacturing,Hyderabad,Online,Hardware,1,13288.35,1259.35,12029.0
INV000490,2023-05-25,CL0236,Gold,Healthcare,Delhi,Direct Sales,Hardware,19,8786.9,5144.63,3642.27
INV000491,2023-05-10,CL0100,Bronze,Healthcare,Delhi,Direct Sales,Hardware,10,2353.06,831.96,1521.1
INV000492,2024-11-21,CL0194,Silver,Manufacturing,Bangalore,Direct Sales,Subscription,4,15058.53,6726.94,8331.59
INV000493,2025-12-22,CL0149,Silver,Healthcare,Pune,Direct Sales,Hardware,14,19754.84,13123.24,6631.6
INV000494,2023-10-15,CL0010,Gold,Manufacturing,Bangalore,Online,Services,15,13344.35,10838.09,2506.26
INV000495,2024-05-02,CL0157,Silver,Technology,Bangalore,Online,Subscription,17,14519.29,11332.08,3187.21
INV000496,2024-02-25,CL0067,Silver,Finance,Chennai,Direct Sales,Software,1,10506.79,2284.96,8221.83
INV000497,2025-08-01,CL0189,Gold,Healthcare,Mumbai,Partner,Hardware,1,24699.62,10216.49,14483.13
INV000498,2024-08-13,CL0028,Gold,Manufacturing,Pune,Partner,Software,19,13272.45,10169.14,3103.31
INV000499,2023-05-08,CL0176,Platinum,Finance,Bangalore,Direct Sales,Subscription,3,5120.76,3830.4,1290.36
INV000500,2024-07-23,CL0222,Bronze,Technology,Hyderabad,Partner,Hardware,12,5585.0,3388.92,2196.08
INV000501,2023-05-04,CL0230,Bronze,Retail,Pune,Partner,Software,11,12173.13,10077.41,2095.72
INV000502,2024-11-15,CL0230,Platinum,Healthcare,Mumbai,Online,Software,6,22358.02,12366.64,9991.38
INV000503,2023-05-14,CL0146,Gold,Finance,Delhi,Partner,Services,2,24747.22,3280.07,21467.15
INV000504,2024-10-14,CL0226,Platinum,Technology,Bangalore,Direct Sales,Services,16,5602.67,589.3,5013.37
INV000505,2023-10-09,CL0171,Silver,Finance,Bangalore,Direct Sales,Software,1,23313.07,13907.28,9405.79
INV000506,2025-03-27,CL0207,Gold,Manufacturing,Chennai,Online,Subscription,6,2753.03,552.28,2200.75
INV000507,2023-12-08,CL0200,Bronze,Manufacturing,Hyderabad,Partner,Services,12,3799.0,414.18,3384.82
INV000508,2023-05-05,CL0054,Gold,Healthcare,Delhi,Online,Services,12,5893.28,2414.51,3478.77
INV000509,2024-02-02,CL0100,Bronze,Technology,Hyderabad,Direct Sales,Hardware,6,2776.73,1056.34,1720.39
INV000510,2025-08-17,CL0127,Gold,Technology,Chennai,Partner,Services,8,3462.75,1624.07,1838.68
INV000511,2024-09-27,CL0237,Bronze,Technology,Mumbai,Direct Sales,Software,8,5726.01,4015.25,1710.76
INV000512,2023-11-26,CL0080,Silver,Healthcare,Hyderabad,Online,Services,16,9603.88,5201.3,4402.58
INV000513,2025-01-06,CL0154,Bronze,Healthcare,Hyderabad,Direct Sales,Services,8,16997.74,6198.91,10798.83
INV000514,2023-03-13,CL0102,Silver,Finance,Pune,Direct Sales,Subscription,14,4326.59,2163.03,2163.56
INV000515,2024-12-18,CL0249,Platinum,Retail,Hyderabad,Direct Sales,Services,11,22502.58,5278.65,17223.93
INV000516,2024-11-10,CL0224,Platinum,Healthcare,Delhi,Online,Hardware,14,17461.58,9517.13,7944.45
INV000517,2023-02-12,CL0136,Silver,Finance,Hyderabad,Direct Sales,Hardware,12,1149.28,430.5,718.78
INV000518,2023-09-27,CL0074,Platinum,Finance,Pune,Direct Sales,Hardware,6,866.85,340.24,526.61
INV000519,2025-05-01,CL0150,Gold,Healthcare,Delhi,Direct Sales,Subscription,15,22295.44,10555.4,11740.04
INV000520,2023-07-29,CL0004,Platinum,Finance,Chennai,Partner,Subscription,8,13614.42,600.85,13013.57
INV000521,2023-11-26,CL0009,Bronze,Retail,Hyderabad,Online,Software,15,6800.24,3062.67,3737.57
INV000522,2024-12-03,CL0057,Platinum,Technology,Pune,Partner,Software,12,11072.94,4992.49,6080.45
INV000523,2025-08-11,CL0075,Silver,Healthcare,Mumbai,Online,Services,18,5911.23,2444.1,3467.13
INV000524,2025-06-13,CL0214,Bronze,Technology,Delhi,Online,Hardware,1,9290.71,379.71,8911.0
INV000525,2023-03-03,CL0049,Platinum,Manufacturing,Mumbai,Direct Sales,Services,4,4311.37,3228.74,1082.63
INV000526,2025-09-07,CL0117,Platinum,Finance,Hyderabad,Direct Sales,Hardware,2,18676.25,14875.7,3800.55
INV000527,2025-03-07,CL0026,Gold,Healthcare,Delhi,Partner,Subscription,8,12807.3,11177.82,1629.48
INV000528,2024-10-17,CL0028,Silver,Manufacturing,Chennai,Online,Software,9,2608.09,1411.54,1196.55
INV000529,2023-08-03,CL0154,Gold,Finance,Chennai,Direct Sales,Hardware,5,22861.59,7838.93,15022.66
INV000530,2025-07-21,CL0215,Platinum,Manufacturing,Hyderabad,Partner,Subscription,3,20802.88,5324.44,15478.44
INV000531,2024-08-31,CL0108,Bronze,Manufacturing,Hyderabad,Online,Software,9,2378.45,1269.65,1108.8
INV000532,2024-06-11,CL0116,Platinum,Manufacturing,Bangalore,Partner,Software,16,11734.18,2795.34,8938.84
INV000533,2024-12-08,CL0136,Silver,Healthcare,Delhi,Online,Hardware,11,2211.96,684.64,1527.32
INV000534,2025-11-25,CL0117,Platinum,Technology,Pune,Direct Sales,Hardware,18,24474.97,14733.12,9741.85
INV000535,2024-01-16,CL0171,Gold,Technology,Hyderabad,Online,Services,20,12092.65,10511.2,1581.45
INV000536,2023-05-13,CL0173,Platinum,Retail,Delhi,Partner,Subscription,5,9888.17,1731.81,8156.36
INV000537,2024-04-04,CL0179,Silver,Finance,Mumbai,Partner,Software,20,13918.59,8471.24,5447.35
INV000538,2025-06-23,CL0152,Gold,Retail,Hyderabad,Online,Software,20,20612.45,13943.29,6669.16
INV000539,2024-07-23,CL0066,Bronze,Technology,Pune,Online,Hardware,16,10041.6,3302.22,6739.38
INV000540,2024-05-29,CL0131,Gold,Technology,Hyderabad,Direct Sales,Software,1,6760.5,3127.42,3633.08
INV000541,2025-06-18,CL0210,Platinum,Healthcare,Mumbai,Online,Services,7,6195.34,3872.52,2322.82
INV000542,2023-02-28,CL0165,Silver,Healthcare,Pune,Online,Hardware,18,23858.93,3511.3,20347.63
INV000543,2024-04-23,CL0121,Silver,Retail,Delhi,Partner,Subscription,3,23612.23,3783.9,19828.33
INV000544,2023-08-20,CL0184,Bronze,Retail,Mumbai,Direct Sales,Subscription,7,13108.58,11123.73,1984.85
INV000545,2023-02-02,CL0142,Silver,Manufacturing,Hyderabad,Partner,Hardware,19,19482.57,11266.13,8216.44
INV000546,2023-02-08,CL0201,Gold,Technology,Pune,Partner,Hardware,3,24163.8,11661.86,12501.94
INV000547,2025-07-23,CL0087,Gold,Retail,Bangalore,Online,Software,2,3634.21,1739.96,1894.25
INV000548,2024-06-02,CL0166,Bronze,Retail,Pune,Partner,Services,11,11514.24,9060.84,2453.4
INV000549,2025-09-29,CL0124,Silver,Technology,Delhi,Online,Services,8,22806.65,12219.71,10586.94
INV000550,2023-03-18,CL0059,Bronze,Healthcare,Bangalore,Online,Hardware,11,22253.2,10023.66,12229.54
INV000551,2024-09-16,CL0087,Bronze,Healthcare,Chennai,Partner,Software,19,11827.19,2577.8,9249.39
INV000552,2023-05-17,CL0138,Platinum,Finance,Mumbai,Partner,Subscription,12,16448.41,6666.03,9782.38
INV000553,2025-09-27,CL0156,Platinum,Finance,Pune,Partner,Hardware,14,11286.71,4452.81,6833.9
INV000554,2024-11-02,CL0100,Silver,Technology,Bangalore,Partner,Software,1,7118.0,3572.35,3545.65
INV000555,2025-06-03,CL0174,Bronze,Healthcare,Bangalore,Online,Software,13,10199.67,6800.67,3399.0
INV000556,2025-08-23,CL0074,Gold,Technology,Chennai,Direct Sales,Services,6,24031.59,14663.0,9368.59
INV000557,2023-06-06,CL0116,Gold,Healthcare,Pune,Partner,Services,15,14157.3,10441.39,3715.91
INV000558,2024-05-14,CL0019,Silver,Manufacturing,Mumbai,Direct Sales,Subscription,12,22205.1,14577.26,7627.84
INV000559,2024-01-29,CL0002,Bronze,Finance,Pune,Partner,Software,13,12346.77,8155.58,4191.19
INV000560,2025-12-12,CL0149,Bronze,Technology,Bangalore,Direct Sales,Subscription,1,7284.53,6454.78,829.75
INV000561,2025-02-07,CL0075,Silver,Finance,Chennai,Direct Sales,Subscription,3,918.85,737.04,181.81
INV000562,2025-12-21,CL0137,Platinum,Finance,Mumbai,Direct Sales,Subscription,2,7493.38,2832.11,4661.27
INV000563,2025-09-12,CL0026,Silver,Healthcare,Pune,Online,Subscription,19,11153.93,1677.83,9476.1
INV000564,2024-05-28,CL0075,Platinum,Retail,Hyderabad,Online,Subscription,16,11262.71,4536.86,6725.85
INV000565,2024-08-01,CL0038,Platinum,Manufacturing,Delhi,Direct Sales,Services,6,10470.69,9224.31,1246.38
INV000566,2024-10-27,CL0210,Bronze,Technology,Hyderabad,Direct Sales,Services,14,4048.99,2654.55,1394.44
INV000567,2024-11-09,CL0041,Platinum,Retail,Delhi,Direct Sales,Services,20,18943.57,13021.53,5922.04
INV000568,2023-06-16,CL0049,Silver,Manufacturing,Bangalore,Direct Sales,Software,1,16002.92,5173.75,10829.17
INV000569,2025-04-21,CL0107,Gold,Retail,Mumbai,Direct Sales,Hardware,2,17074.99,14664.82,2410.17
INV000570,2024-12-02,CL0117,Platinum,Healthcare,Hyderabad,Online,Hardware,4,13230.56,6227.48,7003.08
INV000571,2025-03-07,CL0147,Silver,Technology,Pune,Partner,Software,18,5584.99,3318.05,2266.94
INV000572,2023-05-22,CL0196,Platinum,Retail,Mumbai,Partner,Hardware,17,9824.66,1315.54,8509.12
INV000573,2024-10-04,CL0117,Gold,Healthcare,Chennai,Direct Sales,Software,20,13255.08,6737.01,6518.07
INV000574,2023-02-16,CL0203,Gold,Finance,Hyderabad,Direct Sales,Services,18,22824.17,10389.35,12434.82
INV000575,2024-07-05,CL0002,Silver,Retail,Delhi,Direct Sales,Hardware,17,7557.4,1779.25,5778.15
INV000576,2023-08-31,CL0018,Gold,Technology,Mumbai,Direct Sales,Services,11,14976.03,12871.47,2104.56
INV000577,2024-01-23,CL0003,Platinum,Retail,Hyderabad,Partner,Services,3,11888.8,7815.84,4072.96
INV000578,2023-05-20,CL0222,Gold,Retail,Pune,Online,Subscription,16,13468.95,6968.86,6500.09
INV000579,2025-08-22,CL0127,Bronze,Healthcare,Hyderabad,Partner,Services,2,5503.01,2804.32,2698.69
INV000580,2024-09-26,CL0115,Platinum,Healthcare,Hyderabad,Partner,Services,11,20887.53,1290.21,19597.32
INV000581,2024-03-02,CL0020,Platinum,Healthcare,Mumbai,Partner,Services,19,22458.85,11459.51,10999.34
INV000582,2025-12-06,CL0079,Silver,Finance,Mumbai,Online,Hardware,3,17426.22,14538.24,2887.98
INV000583,2023-05-01,CL0234,Bronze,Retail,Chennai,Partner,Software,8,16538.45,14352.6,2185.85
INV000584,2023-06-23,CL0182,Silver,Finance,Mumbai,Online,Hardware,16,22702.86,5651.3,17051.56
INV000585,2024-03-11,CL0112,Gold,Healthcare,Bangalore,Direct Sales,Subscription,18,24390.4,6625.12,17765.28
INV000586,2025-08-27,CL0225,Bronze,Technology,Delhi,Online,Software,15,10784.54,8887.95,1896.59
INV000587,2023-10-06,CL0099,Gold,Manufacturing,Pune,Partner,Hardware,3,21901.21,13963.75,7937.46
INV000588,2024-04-21,CL0002,Platinum,Finance,Mumbai,Partner,Services,16,17973.88,10582.76,7391.12
INV000589,2024-05-09,CL0076,Bronze,Manufacturing,Bangalore,Direct Sales,Subscription,3,5438.83,1013.26,4425.57
INV000590,2025-05-13,CL0215,Platinum,Finance,Delhi,Partner,Software,7,2070.32,1528.49,541.83
INV000591,2023-03-16,CL0249,Platinum,Technology,Chennai,Partner,Subscription,13,12177.01,7249.05,4927.96
INV000592,2025-07-04,CL0001,Bronze,Finance,Mumbai,Online,Hardware,3,3011.59,961.07,2050.52
INV000593,2023-05-04,CL0095,Bronze,Manufacturing,Pune,Partner,Software,11,19422.98,9312.13,10110.85
INV000594,2025-08-08,CL0176,Gold,Technology,Delhi,Online,Services,12,23991.79,8080.31,15911.48
INV000595,2024-01-03,CL0212,Platinum,Finance,Mumbai,Online,Software,14,22498.0,11390.58,11107.42
INV000596,2025-09-07,CL0210,Silver,Retail,Delhi,Direct Sales,Subscription,12,8627.94,2165.04,6462.9
INV000597,2023-09-16,CL0204,Platinum,Healthcare,Delhi,Partner,Hardware,2,3110.35,2221.23,889.12
INV000598,2024-03-26,CL0055,Gold,Retail,Hyderabad,Online,Subscription,10,23231.59,10651.58,12580.01
INV000599,2025-09-30,CL0214,Platinum,Technology,Chennai,Direct Sales,Software,12,16877.57,12585.92,4291.65
INV000600,2025-09-09,CL0142,Silver,Retail,Chennai,Online,Hardware,6,11096.22,8047.9,3048.32
INV000601,2024-04-02,CL0158,Silver,Technology,Delhi,Partner,Subscription,18,8283.29,1423.77,6859.52
INV000602,2024-03-21,CL0243,Platinum,Manufacturing,Bangalore,Direct Sales,Services,13,4582.85,3540.32,1042.53
INV000603,2025-09-23,CL0134,Platinum,Finance,Mumbai,Partner,Software,14,21263.79,5232.72,16031.07
INV000604,2025-06-11,CL0121,Platinum,Retail,Mumbai,Direct Sales,Services,19,16746.18,12698.9,4047.28
INV000605,2024-11-07,CL0222,Platinum,Finance,Mumbai,Partner,Services,2,13467.98,6876.02,6591.96
INV000606,2023-07-26,CL0139,Gold,Healthcare,Pune,Online,Subscription,10,9774.39,8772.78,1001.61
INV000607,2024-01-14,CL0070,Gold,Healthcare,Delhi,Partner,Hardware,12,2225.9,1024.92,1200.98
INV000608,2023-08-08,CL0128,Gold,Technology,Delhi,Partner,Software,4,16636.5,1487.72,15148.78
INV000609,2023-03-07,CL0133,Silver,Technology,Pune,Partner,Services,15,6238.81,3643.05,2595.76
INV000610,2024-12-20,CL0177,Bronze,Manufacturing,Chennai,Direct Sales,Hardware,4,8874.04,4714.42,4159.62
INV000611,2025-03-21,CL0087,Silver,Finance,Bangalore,Online,Subscription,17,2755.66,1299.69,1455.97
INV000612,2025-04-25,CL0104,Bronze,Healthcare,Bangalore,Partner,Software,3,10772.85,9068.23,1704.62
INV000613,2023-09-23,CL0223,Bronze,Technology,Delhi,Online,Subscription,13,1586.02,1376.85,209.17
INV000614,2024-11-30,CL0214,Platinum,Manufacturing,Mumbai,Online,Hardware,16,4632.57,1155.62,3476.95
INV000615,2024-11-14,CL0131,Gold,Healthcare,Chennai,Direct Sales,Hardware,10,22390.74,12937.02,9453.72
INV000616,2023-05-13,CL0098,Gold,Healthcare,Bangalore,Partner,Subscription,3,20897.81,9459.25,11438.56
INV000617,2024-12-25,CL0249,Bronze,Retail,Pune,Online,Subscription,1,16374.96,7945.77,8429.19
INV000618,2024-01-02,CL0017,Silver,Technology,Bangalore,Partner,Hardware,7,18868.32,5243.53,13624.79
INV000619,2025-05-27,CL0242,Silver,Retail,Chennai,Partner,Software,15,21957.16,11362.88,10594.28
INV000620,2024-11-29,CL0183,Bronze,Retail,Hyderabad,Partner,Hardware,3,18532.18,3620.12,14912.06
INV000621,2024-04-08,CL0210,Silver,Retail,Pune,Partner,Services,19,3596.09,707.16,2888.93
INV000622,2024-05-06,CL0183,Gold,Healthcare,Pune,Online,Services,3,13061.18,2016.75,11044.43
INV000623,2024-04-12,CL0034,Bronze,Retail,Chennai,Partner,Hardware,11,22558.99,8833.38,13725.61
INV000624,2025-04-19,CL0246,Silver,Healthcare,Hyderabad,Partner,Services,13,18322.69,1211.36,17111.33
INV000625,2023-10-22,CL0082,Platinum,Retail,Pune,Online,Hardware,6,20544.21,2308.61,18235.6
INV000626,2023-01-03,CL0183,Gold,Retail,Pune,Direct Sales,Hardware,2,14321.01,8765.34,5555.67
INV000627,2023-04-03,CL0125,Silver,Technology,Mumbai,Online,Subscription,19,5702.99,4429.62,1273.37
INV000628,2025-10-12,CL0128,Gold,Manufacturing,Delhi,Online,Software,19,6940.33,3121.8,3818.53
INV000629,2023-09-29,CL0213,Bronze,Finance,Pune,Online,Software,14,19815.19,14039.59,5775.6
INV000630,2023-01-23,CL0154,Platinum,Retail,Chennai,Direct Sales,Hardware,7,10620.68,6304.78,4315.9
INV000631,2024-09-08,CL0224,Gold,Healthcare,Hyderabad,Online,Software,9,16630.64,7055.34,9575.3
INV000632,2023-02-16,CL0134,Gold,Retail,Delhi,Partner,Services,13,22125.03,1902.77,20222.26
INV000633,2024-04-12,CL0207,Gold,Retail,Hyderabad,Online,Subscription,2,7062.31,2418.4,4643.91
INV000634,2023-06-12,CL0144,Platinum,Technology,Pune,Direct Sales,Subscription,8,10325.29,556.29,9769.0
INV000635,2023-03-27,CL0152,Bronze,Retail,Hyderabad,Online,Hardware,19,16848.12,570.3,16277.82
INV000636,2024-01-20,CL0116,Gold,Retail,Mumbai,Direct Sales,Hardware,7,10729.47,1984.84,8744.63
INV000637,2025-05-08,CL0048,Gold,Technology,Delhi,Direct Sales,Subscription,4,22628.29,6706.5,15921.79
INV000638,2025-08-31,CL0091,Platinum,Healthcare,Mumbai,Partner,Subscription,4,14495.86,8432.09,6063.77
INV000639,2023-02-04,CL0014,Gold,Finance,Pune,Online,Hardware,9,22413.24,10480.38,11932.86
INV000640,2024-12-04,CL0109,Bronze,Technology,Mumbai,Online,Services,8,21648.64,1409.51,20239.13
INV000641,2024-09-08,CL0111,Gold,Healthcare,Chennai,Partner,Software,15,1027.05,263.21,763.84
INV000642,2023-05-03,CL0231,Bronze,Manufacturing,Hyderabad,Online,Hardware,16,6270.2,3021.06,3249.14
INV000643,2025-09-15,CL0034,Bronze,Manufacturing,Chennai,Direct Sales,Software,4,14238.8,9268.92,4969.88
INV000644,2025-01-22,CL0045,Platinum,Technology,Mumbai,Online,Hardware,9,20362.17,1758.58,18603.59
INV000645,2024-11-11,CL0002,Bronze,Finance,Bangalore,Online,Software,4,14925.41,6392.3,8533.11
INV000646,2023-08-25,CL0180,Silver,Manufacturing,Chennai,Online,Services,10,21267.8,3277.16,17990.64
INV000647,2023-07-18,CL0021,Gold,Technology,Bangalore,Online,Hardware,12,7837.72,1151.28,6686.44
INV000648,2025-07-20,CL0241,Silver,Retail,Bangalore,Online,Software,13,10235.28,7783.24,2452.04
INV000649,2023-02-13,CL0098,Bronze,Retail,Delhi,Partner,Software,3,19111.24,7947.46,11163.78
INV000650,2024-08-25,CL0093,Platinum,Healthcare,Bangalore,Online,Software,11,4704.0,3882.84,821.16
INV000651,2023-01-23,CL0064,Silver,Finance,Mumbai,Partner,Software,7,14967.62,1883.04,13084.58
INV000652,2024-05-26,CL0034,Bronze,Manufacturing,Mumbai,Partner,Services,17,19218.02,11559.11,7658.91
INV000653,2025-07-24,CL0048,Bronze,Finance,Delhi,Direct Sales,Software,18,20412.82,2866.77,17546.05
INV000654,2024-05-26,CL0012,Bronze,Retail,Chennai,Partner,Subscription,2,24435.11,10554.52,13880.59
INV000655,2023-07-15,CL0001,Silver,Technology,Bangalore,Direct Sales,Software,3,15978.58,10340.77,5637.81
INV000656,2024-03-26,CL0236,Platinum,Manufacturing,Bangalore,Direct Sales,Subscription,9,16314.57,7748.14,8566.43
INV000657,2023-11-15,CL0117,Silver,Finance,Hyderabad,Direct Sales,Services,3,17155.53,14764.1,2391.43
INV000658,2025-11-27,CL0110,Gold,Technology,Hyderabad,Online,Hardware,18,13454.21,6956.33,6497.88
INV000659,2023-09-23,CL0227,Gold,Retail,Chennai,Online,Hardware,1,13268.55,9451.16,3817.39
INV000660,2025-08-28,CL0110,Bronze,Healthcare,Chennai,Online,Services,12,13941.64,12408.57,1533.07
INV000661,2025-03-29,CL0170,Silver,Finance,Delhi,Direct Sales,Services,5,11279.65,6403.25,4876.4
INV000662,2023-03-26,CL0196,Bronze,Retail,Bangalore,Online,Hardware,1,20341.02,13311.5,7029.52
INV000663,2024-05-08,CL0009,Gold,Retail,Chennai,Online,Hardware,19,21117.27,9422.76,11694.51
INV000664,2025-06-15,CL0145,Platinum,Healthcare,Pune,Online,Services,19,6519.65,950.7,5568.95
INV000665,2024-05-08,CL0059,Gold,Healthcare,Delhi,Partner,Software,3,16707.41,10222.39,6485.02
INV000666,2023-09-04,CL0209,Gold,Healthcare,Chennai,Online,Hardware,8,8956.57,4613.98,4342.59
INV000667,2025-07-21,CL0250,Bronze,Finance,Chennai,Partner,Software,8,788.58,599.75,188.83
INV000668,2025-03-04,CL0041,Platinum,Technology,Bangalore,Partner,Subscription,5,21891.87,2799.56,19092.31
INV000669,2025-03-31,CL0034,Silver,Healthcare,Hyderabad,Online,Services,15,14177.7,4476.17,9701.53
INV000670,2025-05-12,CL0034,Gold,Retail,Chennai,Partner,Services,16,780.49,668.6,111.89
INV000671,2023-03-27,CL0162,Platinum,Healthcare,Bangalore,Online,Services,14,7140.77,3229.14,3911.63
INV000672,2024-10-06,CL0043,Gold,Finance,Mumbai,Online,Software,20,3705.3,2332.45,1372.85
INV000673,2025-01-14,CL0248,Platinum,Retail,Chennai,Partner,Services,20,21299.21,3640.38,17658.83
INV000674,2024-06-14,CL0227,Bronze,Retail,Pune,Direct Sales,Services,18,21762.73,13699.45,8063.28
INV000675,2023-04-17,CL0107,Silver,Technology,Bangalore,Online,Hardware,18,11004.36,2063.41,8940.95
INV000676,2025-04-03,CL0117,Bronze,Technology,Bangalore,Partner,Software,19,1854.67,492.39,1362.28
INV000677,2025-10-04,CL0024,Silver,Manufacturing,Bangalore,Online,Services,19,9549.7,3654.43,5895.27
INV000678,2025-02-19,CL0180,Silver,Retail,Delhi,Direct Sales,Hardware,3,14274.05,7186.87,7087.18
INV000679,2023-11-18,CL0205,Bronze,Technology,Bangalore,Partner,Subscription,7,23745.73,4607.81,19137.92
INV000680,2023-12-17,CL0237,Platinum,Manufacturing,Pune,Online,Subscription,7,16427.08,12882.61,3544.47
INV000681,2024-09-09,CL0181,Gold,Manufacturing,Bangalore,Direct Sales,Subscription,2,16923.47,5909.73,11013.74
INV000682,2025-07-08,CL0133,Silver,Technology,Bangalore,Direct Sales,Hardware,8,11755.29,3318.21,8437.08
INV000683,2025-09-28,CL0153,Gold,Technology,Mumbai,Online,Subscription,2,5915.53,879.97,5035.56
INV000684,2023-03-17,CL0243,Bronze,Technology,Hyderabad,Direct Sales,Services,5,13656.33,9287.94,4368.39
INV000685,2024-10-19,CL0102,Bronze,Technology,Chennai,Direct Sales,Hardware,3,3258.71,623.88,2634.83
INV000686,2025-08-03,CL0245,Gold,Manufacturing,Chennai,Partner,Services,14,24292.18,5171.23,19120.95
INV000687,2025-11-07,CL0006,Bronze,Finance,Bangalore,Direct Sales,Software,20,14597.38,3286.22,11311.16
INV000688,2025-02-04,CL0214,Platinum,Retail,Bangalore,Partner,Software,11,9631.32,2319.62,7311.7
INV000689,2025-03-11,CL0161,Gold,Technology,Chennai,Online,Subscription,5,17930.82,10948.4,6982.42
INV000690,2024-10-09,CL0011,Gold,Technology,Pune,Direct Sales,Services,16,8077.93,3812.25,4265.68
INV000691,2024-12-15,CL0041,Silver,Retail,Chennai,Direct Sales,Services,11,19333.43,4484.18,14849.25
INV000692,2023-10-25,CL0191,Bronze,Finance,Hyderabad,Partner,Services,18,5948.9,388.53,5560.37
INV000693,2025-05-21,CL0111,Silver,Finance,Bangalore,Online,Software,7,6421.86,1161.42,5260.44
INV000694,2024-02-16,CL0171,Gold,Manufacturing,Mumbai,Online,Subscription,7,16335.7,3160.32,13175.38
INV000695,2025-10-17,CL0185,Gold,Manufacturing,Hyderabad,Partner,Services,20,15053.99,8608.5,6445.49
INV000696,2023-11-24,CL0141,Silver,Finance,Bangalore,Direct Sales,Subscription,9,11238.13,9372.14,1865.99
INV000697,2024-10-09,CL0236,Silver,Manufacturing,Delhi,Direct Sales,Subscription,1,20087.85,6825.46,13262.39
INV000698,2025-01-25,CL0213,Platinum,Manufacturing,Hyderabad,Online,Software,19,4562.04,3060.51,1501.53
INV000699,2023-09-04,CL0184,Gold,Finance,Delhi,Online,Software,16,10583.19,8040.16,2543.03
INV000700,2024-02-21,CL0167,Silver,Manufacturing,Hyderabad,Partner,Software,19,18914.12,8302.19,10611.93
INV000701,2023-10-04,CL0247,Platinum,Retail,Chennai,Direct Sales,Software,2,24207.6,8351.09,15856.51
INV000702,2024-10-01,CL0159,Gold,Finance,Mumbai,Online,Hardware,4,20088.48,2709.85,17378.63
INV000703,2025-06-26,CL0123,Silver,Finance,Chennai,Online,Subscription,16,20843.49,3713.87,17129.62
INV000704,2024-03-12,CL0083,Silver,Healthcare,Chennai,Partner,Hardware,19,9957.42,7243.48,2713.94
INV000705,2025-05-13,CL0026,Bronze,Manufacturing,Mumbai,Partner,Services,1,2703.0,1701.61,1001.39
INV000706,2025-07-19,CL0199,Silver,Technology,Delhi,Direct Sales,Services,12,13923.22,11301.73,2621.49
INV000707,2025-10-29,CL0071,Gold,Healthcare,Chennai,Partner,Hardware,20,11616.95,10454.27,1162.68
INV000708,2023-04-28,CL0079,Platinum,Finance,Pune,Online,Software,5,5726.28,4020.27,1706.01
INV000709,2025-07-24,CL0089,Bronze,Finance,Bangalore,Online,Subscription,13,12220.72,8629.45,3591.27
INV000710,2024-06-26,CL0039,Platinum,Finance,Hyderabad,Online,Hardware,7,17033.86,3350.33,13683.53
INV000711,2023-02-28,CL0045,Bronze,Finance,Bangalore,Direct Sales,Services,11,19810.37,12501.29,7309.08
INV000712,2023-03-21,CL0130,Gold,Technology,Bangalore,Partner,Services,8,22326.98,6418.95,15908.03
INV000713,2023-11-05,CL0127,Platinum,Finance,Bangalore,Partner,Hardware,3,13228.97,7947.11,5281.86
INV000714,2024-01-21,CL0231,Gold,Manufacturing,Pune,Online,Software,20,21435.11,9275.67,12159.44
INV000715,2023-08-04,CL0102,Platinum,Retail,Chennai,Partner,Services,11,3694.25,728.36,2965.89
INV000716,2023-05-07,CL0023,Gold,Manufacturing,Bangalore,Partner,Subscription,1,17616.78,3705.34,13911.44
INV000717,2024-06-07,CL0072,Platinum,Retail,Hyderabad,Online,Services,7,7514.17,355.5,7158.67
INV000718,2024-01-22,CL0164,Bronze,Finance,Bangalore,Partner,Software,10,21582.23,2327.53,19254.7
INV000719,2024-04-13,CL0240,Gold,Manufacturing,Bangalore,Online,Hardware,9,24182.32,9162.53,15019.79
INV000720,2025-02-20,CL0155,Platinum,Technology,Mumbai,Partner,Subscription,2,8259.2,7243.1,1016.1
INV000721,2025-05-13,CL0150,Gold,Manufacturing,Bangalore,Partner,Hardware,8,10875.03,5038.62,5836.41
INV000722,2023-08-26,CL0166,Bronze,Retail,Pune,Online,Services,1,23860.98,2936.68,20924.3
INV000723,2024-07-12,CL0106,Bronze,Healthcare,Pune,Direct Sales,Hardware,13,17097.28,5442.8,11654.48
INV000724,2023-07-10,CL0059,Platinum,Healthcare,Bangalore,Partner,Subscription,13,4127.01,3565.56,561.45
INV000725,2025-08-13,CL0118,Bronze,Finance,Bangalore,Partner,Subscription,8,16579.31,14235.98,2343.33
INV000726,2025-04-03,CL0082,Gold,Healthcare,Mumbai,Direct Sales,Services,10,2305.31,2073.76,231.55
INV000727,2025-02-26,CL0023,Bronze,Retail,Bangalore,Direct Sales,Software,4,13743.57,9133.35,4610.22
